Seed,x1,y1,x2,y2,x3,y3,x4,y4,RoomHeight,WindowWidth,WindowHeight,WindowOrientation
394,-1.102666,6.254635,-4.957606,3.969694,0.913515,-6.285047,6.260551,-1.068565,2.127821,0.297238,0.522756,44.843881
395,4.23505,0.167109,0.458423,4.213481,-4.154071,-0.840995,3.114005,-2.87516,2.406748,0.424301,0.584568,110.228325
396,-1.750446,3.972166,-4.327319,-0.341279,1.418993,-4.10227,1.909926,3.897992,3.327155,0.87376,0.764301,1.160874
397,0.6658,-4.762578,4.789873,-0.427261,-1.932457,4.403527,-4.043176,-2.603491,2.282606,0.393503,0.687495,204.631677
398,-4.871183,0.626469,-2.580078,-4.179005,4.887089,-0.487081,-0.997716,4.808893,3.393609,0.684062,0.380112,312.80369
399,-0.286842,-4.554855,3.422277,3.019438,-4.104947,1.994592,-3.840818,-2.465178,2.082153,0.358175,0.618012,210.454803
400,-0.016484,6.079061,-5.43818,2.716883,-2.9869,-5.294684,3.586426,-4.908442,2.9281,0.652883,0.880502,71.84518
401,-6.432159,0.613235,-2.986054,-5.729939,4.684613,-4.45007,2.499165,5.958431,2.018925,0.646621,0.379196,329.100429
402,5.194229,0.666647,-0.953256,5.149343,-5.120111,-1.099497,3.167547,-4.170261,2.352652,0.259755,0.710077,112.73385
403,3.799798,-2.478885,0.472982,4.512164,-3.496224,2.891323,-1.925249,-4.108133,3.48145,0.452627,0.949943,164.11458
404,-3.139326,-4.314341,1.093132,-5.222449,2.861245,4.503575,-4.687169,2.549385,2.519222,0.809078,0.203812,257.29178
405,4.389724,1.678409,0.685551,4.649382,-3.118398,3.51601,2.989553,-3.626197,2.526828,0.942825,0.495397,104.786203
406,-3.457177,5.98435,-6.90974,0.141457,1.434585,-6.760657,5.930427,-3.54888,2.291151,0.360887,0.774559,45.440975
407,-1.623959,-4.583216,4.403586,2.061928,1.598944,4.592003,-4.835397,-0.511911,2.75829,0.420139,0.88809,231.733699
408,-2.180146,5.925296,-5.749324,-2.609108,3.558272,-5.215445,6.142101,1.461767,3.030952,0.286855,0.251621,28.206305
409,-1.062885,3.877118,-3.539055,-1.907054,2.832157,-2.853182,1.693066,3.646271,3.0898,0.584475,0.613681,4.788087
410,4.073135,5.035229,-4.284635,4.856528,-2.282005,-6.061057,2.805479,-5.83723,3.45301,0.584516,0.843596,96.650281
411,-4.839856,-1.868323,3.5287,-3.80304,4.585646,2.42625,-0.686102,5.142383,2.814887,0.553296,0.826237,300.646199
412,-0.061838,-5.633828,3.956442,-4.011284,5.304598,1.898704,-5.610259,0.518494,2.093924,0.583207,0.569187,227.954538
413,-7.045294,-1.215464,-3.742817,-6.091374,6.423641,-3.138527,1.22831,7.043066,2.029031,0.486096,0.535156,315.052247
414,-4.174722,4.021956,-1.957426,-5.456456,3.664543,-4.491722,3.627667,4.521556,3.42294,0.776883,0.665359,356.336256
415,0.019505,-6.904331,6.872876,0.658592,-0.876909,6.848445,-6.828671,1.019521,2.930014,0.251487,0.370375,229.164845
416,-5.907039,0.79051,0.535929,-5.935554,5.80457,-1.350922,2.025635,5.604892,2.743563,0.612379,0.761531,328.746213
417,-5.407057,5.161195,-4.95149,-5.599727,6.362638,-3.923141,6.966188,2.710427,2.805872,0.41997,0.473302,11.203558
418,3.597606,-4.95397,5.102638,3.38344,-3.275858,5.172363,-6.122246,-0.051924,2.381983,0.839693,0.603506,206.763338
419,2.945649,5.483815,-4.522844,4.277028,-4.702477,-4.078699,1.830201,-5.949743,3.492986,0.897333,0.687941,95.572096
420,-1.486012,-5.743586,2.782021,-5.239979,3.807032,4.550113,-5.035014,3.137778,3.359221,0.357336,0.542744,248.218306
421,-3.767489,2.073593,-3.515148,-2.477396,4.248292,-0.667665,-1.094421,4.158846,3.264915,0.387482,0.803268,322.042297
422,1.615572,-5.45342,4.826005,3.009906,-4.231071,3.80104,-5.525225,-1.349723,2.760204,0.313323,0.473261,209.885266
423,-2.915721,-3.379165,0.182471,-4.459472,1.159057,4.310078,-4.386416,0.824343,3.093931,0.581159,0.89944,250.716433
424,-4.027434,4.79013,-5.593974,-2.80589,2.661589,-5.664054,4.541123,4.306248,2.636062,0.778327,0.480891,3.232163
425,1.898354,-6.07076,6.339658,-0.516341,1.000425,6.281482,-6.119281,-1.73559,2.645629,0.774307,0.565326,208.40028
426,-4.103119,6.189524,-6.943594,-2.632926,-0.800926,-7.382703,7.122712,-2.100659,2.361149,0.547866,0.231281,36.445561
427,-2.208456,-3.369122,3.58969,-1.82822,2.162087,3.399064,-4.02429,-0.182612,2.963758,0.351309,0.315716,240.323325
428,1.512843,6.407602,-3.290374,5.702587,-3.06145,-5.828686,4.658326,-4.652533,2.502063,0.712201,0.219755,74.124345
429,6.400723,1.932817,-4.183728,5.215502,-5.197875,-4.205607,1.082583,-6.597958,2.113066,0.803479,0.59877,121.939687
430,6.531355,-1.690323,-0.666119,6.713574,-6.183777,-2.697533,-3.642912,-5.678466,2.924121,0.547697,0.907028,158.595646
431,4.177255,5.427581,-6.163064,2.98743,-1.260087,-6.732034,3.235224,-6.036673,3.124284,0.638974,0.694942,94.697507
432,3.884319,4.766789,-4.697148,3.96825,-6.105027,-0.73407,1.236695,-6.023354,2.163922,0.57765,0.288793,103.786531
433,-3.343167,-3.615803,4.730237,-1.369544,2.588804,4.18914,-4.672099,1.556371,2.497649,0.582602,0.714971,255.590199
434,4.94128,-3.927105,5.523648,3.054131,-0.211776,6.308213,-5.858031,2.349866,2.200906,0.771326,0.384964,210.166785
435,-5.03061,-3.571453,-0.169195,-6.167146,5.76374,-2.200367,-1.020489,6.084481,2.903618,0.439523,0.813226,292.553169
436,3.112246,4.497727,-4.816619,2.591487,-3.498573,-4.204238,5.335285,-1.204311,2.726894,0.378198,0.502374,68.700815
437,-0.760615,-6.532813,6.522032,0.848106,4.77987,4.517635,-6.073718,2.523121,3.140925,0.602801,0.406672,239.599916
438,4.589714,4.794609,-5.597232,3.567175,-6.321086,-2.024255,1.981361,-6.334663,2.451981,0.738838,0.356749,103.190266
439,-4.83348,5.265366,-4.284493,-5.720989,0.873209,-7.093949,7.09124,0.894943,3.415348,0.804923,0.310318,20.127941
440,-5.697246,1.060186,-3.121075,-4.882776,5.662082,-1.234277,1.909306,5.471486,3.309257,0.441008,0.440521,329.889088
441,6.149288,3.952986,-3.628777,6.346007,-7.275805,0.708875,-3.2352,-6.555404,2.337406,0.248599,0.703011,131.766361
442,2.119377,5.568108,-2.576561,5.371863,-2.045492,-5.595672,3.610637,-4.73908,2.231315,0.931206,0.928512,81.767483
443,-3.560809,4.04075,-4.804036,-2.434802,3.565373,-4.036724,2.579972,4.72766,2.109335,0.550408,0.426519,353.617408
444,0.115954,6.772081,-6.341277,-2.379649,1.023952,-6.695226,6.298974,-2.489468,3.104624,0.77277,0.687613,56.272883
445,-0.832032,4.05123,-1.812396,-3.717521,2.405592,-3.364204,2.090741,3.568409,2.203407,0.478995,0.641157,9.380137
446,-0.894999,6.877852,-6.893958,0.761066,-2.944001,-6.280027,6.92817,-0.32608,2.743045,0.512968,0.330306,42.640286
447,4.140241,-2.237853,-1.707586,4.385627,-4.701409,-0.215238,-0.05047,-4.706063,2.079265,0.742776,0.352266,149.503118
448,-5.306542,-2.041829,-3.062307,-4.790692,5.669085,0.435805,-2.912521,4.883203,2.646521,0.24033,0.248423,289.070534
449,5.083386,0.556999,-1.935483,4.733389,-4.906648,1.440787,1.025021,-5.010029,2.316572,0.906054,0.888249,126.092057
450,-3.797537,6.189203,-7.04243,1.769662,-0.67558,-7.229877,6.987069,-1.976967,2.609045,0.933959,0.268452,37.133236
451,-5.91844,2.32508,-1.670716,-6.135359,6.358714,-0.025939,1.411198,6.200197,2.00618,0.404794,0.435786,332.134972
452,-5.754616,2.844211,0.781519,-6.371371,5.112908,-3.881149,5.246761,3.698194,2.033597,0.899012,0.839341,355.561307
453,-3.622679,1.757638,1.435598,-3.761935,2.751481,2.939804,-1.356269,3.791257,3.231266,0.373615,0.840878,318.098802
454,-5.82087,-0.091249,-2.017107,-5.460965,4.712858,-3.417576,1.064678,5.723401,3.36644,0.928964,0.875808,319.81986
455,6.682623,0.149706,-1.243721,6.567574,-5.990678,2.965071,-5.98701,-2.972471,2.066659,0.730487,0.46923,166.156438
456,-0.035656,-5.984245,4.353634,-4.10589,3.90456,4.535072,-4.846059,3.511151,3.00486,0.406279,0.317277,243.133058
457,4.938415,4.742824,-0.906098,6.786848,-5.649206,3.868952,0.121514,-6.845988,3.010601,0.207801,0.861923,112.570262
458,-4.187456,-2.984365,4.023288,-3.202245,0.529371,5.114781,-4.219342,2.939111,2.552732,0.371332,0.33939,269.691591
459,-4.782684,1.165416,-3.045081,-3.867782,4.892705,0.541935,0.114958,4.921285,2.383966,0.867791,0.490133,322.516382
460,-1.297784,-4.018305,4.222651,-0.015265,-2.441941,3.444988,-3.483921,-2.386066,2.605806,0.543583,0.73,216.746177
461,4.320477,0.199682,-0.89731,4.230985,-3.035697,-3.080737,3.362125,-2.720755,3.123766,0.243042,0.263717,108.167444
462,-5.528344,4.096062,-5.041945,-4.681784,3.846504,-5.704799,6.108676,3.166133,2.937315,0.508636,0.654873,4.56887
463,0.477299,-4.872312,4.798811,0.96884,-4.007978,2.81129,-3.934698,-2.91297,2.491231,0.803344,0.525543,203.945733
464,4.194539,-5.141459,6.625107,-0.369749,-1.427883,6.479962,-6.507049,1.298872,2.338298,0.665846,0.58539,211.039981
465,-4.558823,0.504451,2.193003,-4.028408,4.459287,-1.073356,-2.158219,4.04715,2.420363,0.532562,0.900144,304.12235
466,-4.320151,-4.783597,5.095137,-3.947922,3.440399,5.450703,-4.659596,4.453614,3.12494,0.374084,0.524628,267.895472
467,-3.185788,-4.05554,5.124043,-0.583802,3.272029,3.986286,-4.707458,2.106296,3.270455,0.342864,0.507269,256.128302
468,-5.174415,-0.469042,-0.64786,-5.15508,4.869273,-1.812387,0.192562,5.19206,2.312054,0.397969,0.739267,313.472246
469,3.782688,-3.740754,2.256479,4.817704,-3.867678,3.652813,-4.044875,-3.455569,2.71828,0.833062,0.349244,182.086557
470,6.762146,0.349869,4.073597,5.408774,-6.023254,3.09345,-0.528789,-6.750512,2.274579,0.699778,0.462775,135.758604
471,3.70256,1.68979,-4.042163,0.474616,1.209184,-3.886157,3.912574,-1.120759,3.405394,0.560425,0.65918,85.726579
472,0.736818,6.894698,-3.093379,6.205704,-4.25925,-5.471613,6.013079,-3.452917,3.412999,0.831794,0.855468,62.982915
473,-6.591643,3.319216,-4.315729,-5.986771,6.767457,-2.944229,5.009263,5.4198,2.882632,0.923365,0.301897,349.736614
474,-4.740851,0.138964,0.871763,-4.662082,4.633352,1.013423,-2.949467,3.714246,2.697777,0.92417,0.255441,296.61302
475,1.708006,-4.750216,3.72661,3.405028,-4.544212,2.198176,-4.53921,-2.208487,2.417123,0.892187,0.70699,202.139343
476,-4.969856,-3.199459,4.606888,-3.703051,5.260409,2.6952,-2.518166,5.347415,2.024299,0.693709,0.859816,286.005654
477,-4.153045,0.663457,-3.080188,-2.863634,4.205282,-0.059676,-2.74462,3.186694,2.748633,0.499059,0.631863,299.16946
478,-0.705429,-5.677252,5.036492,-2.713404,2.941911,4.906524,-5.718831,0.154247,2.09458,0.401947,0.502533,229.313998
479,4.161024,4.013592,-1.592737,5.557538,-4.806226,-3.212979,3.589635,-4.531838,2.83836,0.442687,0.810791,93.825374
480,-5.427471,2.271609,-5.209488,-2.734755,3.963478,-4.34839,3.375161,4.81933,2.131565,0.892145,0.895226,343.858121
481,3.311444,3.092969,-4.520737,-0.308311,-2.27739,-3.917347,4.147021,-1.826015,2.025474,0.528231,0.370727,80.359311
482,5.570469,2.351456,-4.700459,3.803309,-3.592584,-4.863415,2.21946,-5.624364,3.460581,0.36946,0.44068,112.789512
483,5.196949,-3.20698,3.255535,5.16667,-4.954259,3.570477,-2.135097,-5.721394,3.487998,0.863678,0.748938,161.071367
484,-0.268608,-6.203396,6.097767,-1.171118,1.843352,5.929278,-6.192366,-0.457037,3.289597,0.467838,0.928671,224.129102
485,-2.827297,3.506369,-4.257507,-1.470329,2.453488,-3.777384,2.363912,3.834077,3.424771,0.273188,0.510121,356.38785
486,-5.933711,2.322313,-4.374654,-4.632976,5.157879,-3.741438,3.112403,5.560128,3.135986,0.303334,0.770646,340.306535
487,4.16251,-0.902534,-2.824703,3.187807,-2.800271,-3.20929,1.600737,-3.946986,3.224317,0.525695,0.440638,130.079152
488,-1.180624,6.427206,-5.720912,3.158166,-0.445381,-6.519546,6.280838,-1.803865,2.24864,0.888829,0.866817,47.807709
489,-1.994225,-4.398843,4.694203,-1.136316,1.982845,4.403985,-4.787684,-0.636274,3.290771,0.694179,0.248986,233.408561
490,4.925744,-0.252051,0.115529,4.930835,-4.749786,1.328917,2.020454,-4.499361,2.711179,0.234738,0.628001,124.373318
491,6.835691,1.842874,3.824973,5.957553,-6.953091,1.333182,-0.57576,-7.056299,3.194247,0.525526,0.758204,129.78837
492,4.644548,3.954466,-2.172974,5.699809,-3.301679,-5.129186,3.965074,-4.635496,2.436265,0.267161,0.283094,94.52274
493,-3.994179,-3.259411,1.611856,-4.896851,3.642967,3.647742,-3.224949,4.022056,3.156772,0.269872,0.937133,276.030483
494,1.624282,-5.000534,5.034076,-1.517137,-0.608457,5.222395,-5.184203,-0.876168,2.767775,0.918613,0.366866,211.206161
495,-4.669596,-2.54496,3.899602,-3.615943,4.407392,2.976045,-4.48987,2.85009,2.795192,0.76007,0.516225,271.907997
496,-5.803123,0.540796,4.023195,-4.216941,4.168164,4.073708,0.499108,5.806857,2.643633,0.728915,0.469793,320.118316
497,2.365483,-4.085092,4.084381,2.366711,-4.444498,1.590574,-2.527982,-3.986577,2.628035,0.493501,0.647989,181.153322
498,-6.955159,-0.755282,3.519652,-6.046217,6.728454,-1.916402,2.179215,6.647986,2.36872,0.498454,0.874886,320.975766
499,4.453955,-2.002239,3.253508,3.641615,-4.403169,-2.111582,-1.140781,-4.748188,2.457051,0.625518,0.744161,153.857755
500,-0.335613,6.144641,-6.152556,0.123679,0.505798,-6.132978,6.143245,-0.360268,3.102676,0.304608,0.40794,45.114958
501,3.779193,-1.431027,-0.942771,3.929545,-3.992215,0.626385,2.2185,-3.377631,2.407369,0.789853,0.469752,128.720943
502,6.361357,-1.607322,5.237865,3.951597,-3.099827,5.782856,-4.517247,-4.758658,3.339983,0.363902,0.552104,163.844645
503,-0.063372,5.208452,-5.108534,-1.017286,3.339551,-3.997423,4.69291,2.260218,2.132456,0.201211,0.682308,31.793172
504,2.996417,-4.871218,4.272971,3.801184,-4.970839,2.82808,-3.859652,-4.220233,2.171493,0.920056,0.277695,185.423983
505,-0.17683,-5.776678,5.753672,0.544551,-3.998802,4.172632,-5.752234,-0.559535,2.19891,0.369694,0.585953,223.09875
506,5.309576,-2.530594,2.697253,5.226885,-5.80939,-0.920045,-2.352382,-5.390899,2.402955,0.268435,0.278569,159.528762
507,7.020487,-1.884638,0.857047,7.21835,-6.832631,2.480778,-3.301001,-6.476303,2.889851,0.490797,0.27678,156.017411
508,-5.550444,-2.393591,-1.207128,-5.922799,5.929424,1.174155,-3.289038,5.071384,2.630536,0.853931,0.215842,286.853423
509,4.681028,-2.579312,-2.338112,4.806049,-5.341486,-0.182774,-1.940572,-4.979865,2.068738,0.235143,0.455708,160.072717
510,1.330593,-6.063037,4.788049,-3.950378,-0.085534,6.206737,-6.153107,-0.818644,3.175914,0.689426,0.703833,215.021828
511,-5.178289,-1.875244,2.702621,-4.798651,5.506933,-0.069993,-3.178551,4.497558,3.397754,0.820638,0.392981,287.421471
512,-5.316488,-0.720422,2.394949,-4.800862,5.008465,1.923366,-2.041995,4.961281,2.40987,0.296298,0.429424,299.95582
513,-1.116224,4.321209,-4.213134,1.472517,-2.278678,-3.837503,3.869472,2.223958,2.584702,0.816196,0.641627,22.814231
514,-2.3615,3.542364,-4.257107,-0.045487,2.365721,-3.539547,0.969918,4.145393,2.394272,0.260166,0.607619,349.739823
515,3.040122,3.349454,-4.255874,-1.532555,0.201809,-4.5189,4.422719,-0.949078,2.612119,0.657653,0.949885,72.169935
516,-4.346912,-3.798255,2.613201,-5.14719,5.749456,0.515887,-3.273647,4.754537,3.430815,0.459576,0.47829,277.152497
517,4.532492,-0.924488,-3.04397,3.48316,-4.369365,-1.518819,1.00705,-4.514866,2.812282,0.556394,0.483602,134.477161
518,5.839119,-2.202478,3.000439,5.472073,-5.029898,3.694096,-4.201042,-4.614917,2.912032,0.824617,0.401485,166.489156
519,5.98118,3.974226,-3.542373,6.246646,-5.16775,-4.986317,0.335954,-7.173293,2.943629,0.917286,0.874758,116.858157
520,-0.363524,6.332675,-6.102275,1.731232,-2.921844,-5.630075,5.715638,-2.750709,2.205238,0.269879,0.581217,56.207114
521,0.388662,-6.189184,6.163677,0.682754,-0.979391,6.123549,-5.964875,-1.696268,2.185647,0.754219,0.757828,215.266113
522,-2.401478,-4.374884,4.989999,0.081355,-2.426625,4.360986,-4.990256,0.063668,2.099146,0.560666,0.711421,239.747201
523,3.824594,-1.445474,2.358645,3.339718,-4.076208,-0.318511,1.048471,-3.951914,2.672542,0.881283,0.268922,137.922505
524,-6.480511,-0.573828,-3.776653,-5.29747,5.737843,-3.066507,5.062189,4.08663,2.750616,0.463555,0.22391,338.013208
525,2.390654,-4.335967,4.74999,1.397653,-0.131833,4.949592,-3.578039,-3.422495,2.872761,0.882087,0.614286,188.701257
526,-4.295598,-0.920531,1.754131,-4.027724,4.348951,-0.621421,-2.698486,3.466657,2.838947,0.294098,0.843185,290.00353
527,-5.761842,3.509255,1.155462,-6.646699,5.058375,-4.463914,6.273561,2.481155,2.414892,0.687437,0.386332,4.882527
528,6.54949,1.25493,-2.029759,6.352224,-6.602134,0.939409,0.633761,-6.63845,3.172674,0.299051,0.519364,126.849885
529,5.521862,0.018431,1.662298,5.265745,-5.15113,1.989261,-0.811231,-5.461978,3.464981,0.69239,0.325394,139.128383
530,4.236785,-4.204147,4.575439,3.832826,-5.484664,2.354499,-4.998663,-3.261681,2.610876,0.430263,0.75923,185.826791
531,0.217763,-4.408791,4.202921,1.34919,-1.815815,4.023391,-3.065687,-3.175912,2.139979,0.848795,0.399606,200.580286
532,-0.194341,6.828634,-6.819739,0.398971,-2.066872,-6.511225,6.422122,-2.329025,3.209659,0.789249,0.912057,54.151665
533,-4.337462,-4.042753,5.723747,-1.547949,5.031542,3.137039,-3.92109,4.447751,2.600853,0.359865,0.469558,272.807528
534,-4.901459,1.502014,-2.810692,-4.287231,4.479007,-2.49376,3.793934,3.447667,2.035428,0.395316,0.684104,347.387433
535,-0.753123,7.0317,-6.961992,1.242042,-5.734883,-4.138009,5.627881,-4.282401,2.280893,0.358428,0.324479,60.577571
536,-6.983951,0.377859,-2.757293,-6.427728,6.451595,-2.700976,4.973203,4.917886,3.038675,0.624744,0.258229,339.208662
537,0.770462,5.028438,-5.049908,0.614191,0.580802,-5.053857,5.002759,0.922606,2.741767,0.916019,0.945149,44.131055
538,-4.571795,-1.710842,3.2776,-3.617406,4.782757,0.976482,-3.370256,3.531241,3.127006,0.751808,0.519323,282.909783
539,-3.845445,-3.421853,3.228155,-4.009431,1.216562,5.00165,-3.964855,3.28275,2.95978,0.852774,0.503407,268.979656
540,0.943439,6.326671,-6.396429,-0.05044,0.094834,-6.395925,6.353049,-0.745396,2.278475,0.654697,0.781812,52.586679
541,6.595035,0.947024,-2.860414,6.017422,-6.644175,-0.496259,-3.931547,-5.379059,3.089365,0.660365,0.57336,148.995705
542,-2.768383,-2.941255,2.273414,-3.338639,1.570378,3.721402,-4.025932,-0.326793,3.26792,0.812159,0.636733,244.312566
543,0.759462,-5.255655,4.429592,-2.92872,1.122859,5.190171,-4.813122,-2.243334,3.381838,0.688269,0.44068,208.39392
544,-5.824504,3.705309,-5.552685,-4.101446,6.470187,-2.406417,6.070731,3.286395,2.368568,0.683023,0.89468,2.016955
545,4.67619,2.725815,2.066398,5.002681,-5.400075,0.3688,3.593752,-4.047439,2.992841,0.491712,0.883296,99.079702
546,-2.108781,5.20368,-5.083379,-2.38422,2.062502,-5.222196,5.610268,0.223921,3.039849,0.755787,0.264943,32.827121
547,2.781827,-3.804081,3.02487,3.613828,-4.662774,-0.684203,-1.667855,-4.407704,2.431043,0.326403,0.477147,172.274675
548,-6.155215,2.538655,-1.939003,-6.369592,6.448604,-1.657391,1.825488,6.403049,3.460146,0.289515,0.571001,334.162936
549,1.328377,-5.833875,5.115611,3.103095,-3.218523,5.043787,-5.326474,-2.725317,3.267263,0.660195,0.691644,205.037818
550,-4.585135,2.036861,0.639805,-4.976235,5.000393,0.410287,-0.202446,5.013111,2.279649,0.785739,0.492005,325.819884
551,5.923546,4.3858,-2.326287,6.993713,-7.026067,-2.226659,-2.479942,-6.940715,2.762552,0.227855,0.298035,126.572849
552,-6.26937,-3.598551,3.887059,-6.094698,5.350489,4.860744,-2.697652,6.706507,2.043973,0.754519,0.474646,289.11624
553,5.29495,-4.80625,2.096327,6.836808,-5.540856,4.520559,-6.942767,-1.713042,3.377424,0.821553,0.546018,194.184994
554,-2.940055,-4.26475,5.027319,-1.248232,-0.059631,5.17962,-4.76555,2.030161,3.41807,0.621235,0.884698,253.828097
555,-1.662898,4.755903,-5.037842,-0.06315,-2.842415,-4.159871,4.777887,1.598637,2.297043,0.747394,0.311309,26.114046
556,-3.7395,-2.121303,4.226877,0.785686,2.147848,3.724317,-3.713377,2.166707,2.110427,0.72372,0.482276,270.34905
557,1.171519,-3.966233,2.492957,3.299792,-2.615498,3.203535,-1.439082,-3.877177,2.795614,0.80933,0.775163,181.953777
558,2.06414,-4.927888,5.337616,0.233685,-0.467265,5.322257,-3.999075,-3.542902,2.530724,0.753252,0.23087,192.866994
559,1.962406,3.708812,-4.153876,-0.592995,0.938106,-4.089778,3.953742,1.40508,2.823031,0.911729,0.236182,49.160003
560,-1.927593,-3.566714,3.669794,-1.723274,3.761896,1.511687,-3.908784,-1.07632,3.202005,0.688393,0.804612,231.496572
561,4.893932,-2.944006,-2.211835,5.265503,-5.196032,2.370441,-2.923642,-4.906125,3.351181,0.265841,0.498672,165.910486
562,3.190772,2.664005,-2.122753,3.573774,2.044667,-3.619017,4.062045,-0.881895,2.813008,0.779671,0.889047,76.195178
563,5.203924,1.299697,-4.823487,2.346063,-4.258727,-3.260871,0.365742,-5.351287,2.548118,0.323087,0.249456,126.033584
564,-5.071467,-5.340053,0.569159,-7.34248,7.214721,-1.47775,2.450938,6.9447,3.272286,0.589169,0.352031,301.480663
565,1.967071,4.004077,-4.365697,0.917979,0.736211,-4.399999,4.456152,0.211445,3.254657,0.743204,0.416789,56.723354
566,0.404666,-4.709868,4.656168,-0.816527,3.498925,3.178701,-4.508367,-1.421703,2.371068,0.948154,0.697394,213.793361
567,3.472906,6.376849,-1.511549,7.102148,-6.248531,-3.698802,3.673124,-6.26366,2.099816,0.681879,0.855937,89.092544
568,-5.854096,-1.765331,1.943049,-5.797534,4.622579,4.002324,-0.894659,6.048671,3.175762,0.778697,0.661967,302.402727
569,1.587713,-4.3428,4.427759,1.332554,-4.223568,1.882078,-4.018095,-2.288157,2.300035,0.483402,0.451301,200.128921
570,5.593076,-1.862405,5.078339,2.99358,-5.222321,2.734669,-3.788533,-4.516422,2.812517,0.558794,0.255248,164.204019
571,3.993481,-6.258406,5.586837,4.889048,-5.613252,4.858697,-7.231535,-1.679416,2.521875,0.517375,0.49863,202.191882
572,1.082781,6.183153,-4.607371,4.263323,-3.373269,-5.29385,6.201662,-0.971175,3.004778,0.910713,0.399958,54.416492
573,-6.343873,1.846976,-2.492014,-6.119307,3.90066,-5.333001,4.568217,4.77362,3.09304,0.855316,0.698645,344.986489
574,-0.670368,-4.239779,4.286841,-0.219344,1.228279,4.112961,-3.68918,-2.194326,2.558694,0.421783,0.374613,214.120329
575,0.979175,5.411673,-5.409178,-0.992867,-0.73773,-5.449839,5.403579,1.022904,2.293804,0.261721,0.222138,44.768344
576,3.502349,-2.584659,2.491372,3.56931,-3.927172,1.877293,-0.424744,-4.332032,2.776707,0.750357,0.682871,156.013166
577,-3.457243,-5.340956,1.88525,-6.076526,6.332447,0.615192,-0.212938,6.358695,3.40098,0.262525,0.374965,285.498659
578,-4.217377,-1.436202,0.580813,-4.417193,4.345615,0.982127,-3.039992,3.256899,2.38771,0.649098,0.862604,284.083456
579,-4.294105,1.803071,-2.248745,-4.078425,4.649315,0.272529,-1.395757,4.443227,2.625313,0.817875,0.697729,317.669063
580,5.871947,3.019419,-4.101135,5.174683,-3.980902,-5.267739,2.500439,-6.111011,2.680183,0.939886,0.696286,110.2672
581,3.259011,5.242005,-5.708621,2.347641,-3.602259,-5.012335,5.18159,-3.354234,3.280665,0.720764,0.864921,77.393064
582,3.566518,2.933547,-4.509251,-0.996195,0.415925,-4.599213,4.338666,-1.581686,2.61529,0.389296,0.704579,80.29575
583,4.820034,-0.016558,1.74372,4.4936,-4.100593,-2.533404,2.280405,-4.246499,2.856776,0.65337,0.698603,120.980328
584,3.131001,5.997449,-5.980728,3.162824,0.396833,-6.753894,4.449548,-5.096478,2.509199,0.775381,0.633559,83.222018
585,-5.742977,1.467419,-2.892534,-5.173815,5.541606,-2.103736,3.098438,5.053196,3.270807,0.877974,0.24472,337.924202
586,-0.801473,4.713087,-4.314022,-2.060282,0.788907,-4.715207,3.404985,3.355834,2.25371,0.224791,0.80075,17.882793
587,3.146926,-3.863345,4.516577,2.104545,-0.304403,4.973522,-4.892563,-0.944141,3.402154,0.393568,0.635876,199.956382
588,0.781158,-5.103553,3.732589,3.567106,-3.259686,4.003862,-4.198721,-3.004531,2.65394,0.672008,0.94546,202.855455
589,5.084554,-0.083425,-2.630198,4.352208,-2.128864,-4.61818,2.350846,-4.509232,2.695359,0.843027,0.720311,121.702572
590,2.402871,5.88463,-6.280055,-0.981615,-4.170224,-4.797071,4.715026,-4.262767,2.216235,0.5266,0.82078,77.163908
591,-2.021568,-3.891534,4.385234,-0.022155,1.111692,4.242041,-4.366585,-0.404606,3.425593,0.876999,0.40946,236.078512
592,-0.446361,-4.220025,3.01747,-2.983743,1.052667,4.110929,-3.307408,-2.658741,2.304566,0.748962,0.882592,208.621461
593,3.144411,5.871876,-6.536431,1.281141,-2.962351,-5.965797,5.926862,-3.0395,2.975682,0.881952,0.835639,72.659768
594,4.614388,2.186668,-1.086432,4.989365,-4.396495,-2.597101,2.552645,-4.422454,2.119711,0.550484,0.380716,107.32553
595,7.034045,-0.355871,4.15875,5.684121,-6.677615,2.239173,-3.910782,-5.857493,3.375911,0.579169,0.789753,153.312754
596,-3.340226,3.46678,-4.814076,0.018538,3.197873,-3.59851,1.760731,4.480569,2.180425,0.622865,0.5937,348.759235
597,4.740902,-2.607738,1.788995,5.106461,-2.515402,4.790532,-2.811973,-4.622689,2.162796,0.872199,0.300277,165.06256
598,-3.252399,-3.687016,4.712836,-1.400485,0.797224,4.851455,-4.898984,0.414898,3.291428,0.913425,0.773433,248.128553
599,-3.974805,2.528394,-4.420447,-1.628343,1.035402,-4.595628,0.760962,4.648956,2.384636,0.844512,0.347606,335.878323
600,-0.824955,7.015748,-7.036694,-0.621458,-2.927502,-6.428919,6.369814,-3.05397,2.083901,0.54951,0.903636,54.45436
601,4.524459,-3.254779,3.858539,4.021939,-1.688118,5.311739,-4.937232,-2.586129,2.708174,0.349513,0.396449,184.042326
602,-3.4453,3.732167,-2.723071,-4.287662,5.015739,-0.800952,1.915441,4.70428,2.019008,0.74892,0.774307,349.721712
603,-1.91589,7.115142,-7.295853,-1.032674,0.805287,-7.324438,7.334688,0.705855,3.432507,0.513044,0.823197,34.716254
